,Time,CHEM_SNR_LW1,CHEM_SNR_LW2,CHEM_SNR_LW3,CHEM_SNR_LW4,LAT,LON,ALT,LW1,LW2,LW3,LW4
211,55942,2.735748,2.593266,-4.201582,3.798523,35.7302469,-78.698113,24.729,-2.758055,-5.927559,-19.686783,-21.110985
212,55943,4.024025,2.088455,-3.583519,5.025059,35.7302574,-78.6981206,24.807,-9.733812,-4.977427,-20.336367,-18.809143
213,55944,3.88641,2.476887,-4.48918,4.625935,35.7302586,-78.6981223,24.941,-8.183352,-7.346817,-22.755535,-18.429298
214,55945,3.88641,2.476887,-4.48918,4.625935,35.7302574,-78.6981226,24.975,-2.644995,-4.394382,-23.178358,-25.654373
215,55946,4.024025,2.088455,-3.583519,5.025059,35.7302561,-78.6981225,24.982,-1.391018,-7.190708,-27.936893,-29.142811
216,55947,4.024025,2.088455,-3.583519,5.025059,35.7302554,-78.6981219,24.978,0.611647,-4.181196,-23.634407,-19.358423
217,55948,2.974266,4.19614,-3.713167,4.560646,35.7302549,-78.698121,25.009,-6.550255,-3.813871,-27.884731,-20.568409
218,55949,2.974266,4.19614,-3.713167,4.560646,35.7302543,-78.6981204,25.001,-6.966711,-1.505859,-25.904657,-20.99103
219,55950,2.974266,4.19614,-3.713167,4.560646,35.7302547,-78.6981204,24.964,-14.249945,-0.55854,-30.031157,-18.177799
220,55951,2.974266,4.19614,-3.713167,4.560646,35.7302557,-78.6981201,24.998,-9.677036,-0.883148,-27.348974,-13.853027
221,55952,2.974266,4.19614,-3.713167,4.560646,35.7302563,-78.6981179,24.987,-13.446894,-7.926378,-27.34339,-15.556156
222,55953,2.755619,2.080364,-4.873325,4.849098,35.7302556,-78.698115,24.99,0.499876,-13.206375,-25.455757,-21.98181
223,55954,2.655144,4.662727,-4.905895,4.510498,35.7302527,-78.6981131,25.0,-0.88258,-13.113377,-19.683273,-18.12598
224,55955,2.735748,2.593266,-4.201582,3.798523,35.7302499,-78.6981145,25.017,0.711842,-2.418793,-22.360943,-21.274124
225,55956,2.735748,2.593266,-4.201582,3.798523,35.730249,-78.6981179,25.026,1.548628,-2.814217,-22.860317,-24.27124
226,55957,3.395973,3.839554,-5.594011,5.262085,35.7302498,-78.6981206,25.044,0.981394,-2.790997,-23.186457,-26.454729
227,55958,3.395973,3.839554,-5.594011,5.262085,35.7302514,-78.6981212,25.069,-1.000654,-5.086454,-20.999451,-55.307762
228,55959,3.395973,3.839554,-5.594011,5.262085,35.7302526,-78.6981204,25.025,-0.746958,-6.824518,-23.737942,-20.22765
229,55960,2.755619,2.080364,-4.873325,4.849098,35.7302536,-78.6981194,25.002,0.768238,-6.425917,-21.934875,-24.182877
230,55961,2.755619,2.080364,-4.873325,4.849098,35.7302536,-78.6981201,25.03,0.331165,-6.103336,-24.170578,-19.52503
231,55962,3.862251,3.623749,-4.945107,2.481186,35.7302422,-78.698129,24.957,-1.889614,-7.54072,-24.285751,-21.94062
232,55963,3.635403,2.99424,-2.809666,4.176052,35.7302124,-78.6981512,25.088,-3.2705,-32.733028,-29.022781,-19.290501
233,55964,3.081276,3.266483,-2.427364,4.480106,35.7301626,-78.6981874,25.19,-3.085964,-12.000582,-43.30275,-17.865494
234,55965,3.781906,3.493191,-5.155432,4.351898,35.7300925,-78.6982372,25.187,-9.369514,-13.116688,-23.140345,-19.620461
235,55966,1.812834,1.310661,-4.865673,4.577187,35.730013,-78.6982935,25.249,-5.930134,-13.801388,-19.286005,-15.17826
236,55967,3.568073,4.596909,-4.51565,2.912315,35.7299324,-78.698351,25.279,-5.329048,-10.050444,-16.822672,-18.589771
237,55968,3.174477,5.110363,-4.71858,3.417458,35.7298536,-78.6984087,25.255,0.216007,-11.497753,-13.537222,-15.014276
238,55969,3.945438,4.380386,-5.740637,4.537556,35.7297752,-78.6984643,25.191,0.251404,-10.85375,-12.605173,-15.97772
239,55970,4.604111,5.095226,-3.806473,3.966679,35.7296971,-78.6985199,25.089,-2.177454,-16.720699,-16.387856,-15.804719
240,55971,3.007629,6.029259,-4.583241,3.9175,35.7296201,-78.6985755,25.084,-1.519732,-9.846378,-17.905575,-13.633766
241,55972,3.35323,4.771599,-4.466776,3.243389,35.7295428,-78.6986327,24.986,-3.468634,-11.070078,-19.532146,-17.546093
242,55973,4.649559,6.793682,-4.657667,3.380413,35.7294649,-78.6986896,24.842,-2.091097,-12.800568,-17.760674,-14.619878
243,55974,4.879414,5.258587,-6.107866,2.010372,35.7293867,-78.6987466,24.821,-3.106552,-14.324516,-19.634296,-18.145683
244,55975,2.999771,5.657585,-3.438368,1.648008,35.7293089,-78.6988037,24.871,-1.326763,-19.033802,-15.798082,-13.649115
245,55976,3.267796,5.100052,-4.687931,1.760916,35.7292317,-78.6988601,24.903,-1.069756,-16.913967,-18.619493,-12.262417
246,55977,3.031273,5.346146,-4.548277,3.867096,35.7291547,-78.6989163,24.93,-2.573395,-25.008259,-16.51235,-11.913046
247,55978,3.743244,6.81036,-3.60887,3.417809,35.7290779,-78.6989727,24.966,-5.420927,-21.549267,-18.235989,-14.419768
248,55979,3.034481,7.264645,-3.029718,1.589319,35.7290004,-78.6990285,25.007,-12.733978,-20.13422,-18.810637,-15.513412
249,55980,3.254646,8.879406,-3.671173,1.950727,35.7289229,-78.6990841,25.108,-6.445127,-23.074253,-20.887283,-14.494687
250,55981,2.106815,6.580391,-5.114634,1.363733,35.7288449,-78.6991403,25.125,-3.276581,-12.855831,-22.003128,-12.221495
251,55982,4.43581,9.133163,-5.052675,-1.03661,35.7287477,-78.6992106,24.941,-1.21121,-10.559832,-21.717247,-12.976542
252,55983,3.278622,8.402908,-5.539459,-0.435457,35.7286705,-78.6992661,24.966,-4.906858,-14.782888,-20.58127,-11.763266
253,55984,3.267223,6.901276,-4.076946,0.238621,35.7285935,-78.6993224,25.076,-4.314934,-9.78874,-19.625246,-16.816425
254,55985,4.431725,9.394253,-4.201941,0.355291,35.728516,-78.6993798,25.094,-6.830935,-8.751308,-17.418255,-14.450438
255,55986,3.429073,9.86647,-5.262951,0.229073,35.7284383,-78.6994368,25.109,-6.11759,-11.613197,-22.541807,-15.457805
256,55987,2.127048,9.779766,-4.971172,1.626453,35.728361,-78.6994928,25.138,-5.894815,-8.01442,-21.54101,-14.806743
257,55988,3.348518,9.56115,-3.557364,0.133732,35.728284,-78.6995479,25.003,-19.038565,-8.497066,-21.158556,-19.421158
258,55989,2.856197,5.754276,-3.663723,-0.920156,35.7282077,-78.6996029,24.924,-5.587046,-4.122828,-20.228277,-16.578194
259,55990,2.311722,11.530178,-4.186266,-0.119894,35.7281309,-78.6996587,24.848,-3.42746,-21.028847,-20.167187,-19.007898
260,55991,2.791157,12.493637,-4.674784,1.227619,35.7280536,-78.6997154,24.937,-2.145844,-3.045607,-19.720182,-19.810917
261,55992,2.193016,13.80756,-4.40873,0.463541,35.7279758,-78.6997719,24.964,-8.690825,-0.541357,-20.365728,-19.240068
262,55993,4.1618,13.649738,-5.671452,0.353489,35.7278979,-78.6998281,24.942,-8.695272,-7.230438,-23.648014,-17.928471
263,55994,3.787106,11.653679,-6.462206,-0.342987,35.7278205,-78.6998841,25.026,-9.420319,-2.985649,-23.036465,-19.480509
264,55995,1.603182,12.880672,-4.619545,-0.83429,35.7277428,-78.6999402,25.095,-13.061602,-4.961252,-24.105515,-14.994591
265,55996,2.207306,13.565765,-4.136791,-3.032,35.7276648,-78.6999973,25.082,-13.46834,0.533314,-24.43774,-17.956787
266,55997,2.573963,15.034481,-5.996143,-1.704824,35.7275887,-78.7000528,25.079,-4.864027,-10.186026,-21.553593,-16.382423
267,55998,0.503838,12.686058,-4.266262,-2.025446,35.7275208,-78.7001027,24.983,-5.663349,0.311827,-19.406406,-14.549138
268,55999,2.685432,13.946724,-4.77495,-2.517977,35.7274643,-78.7001444,24.747,-8.142063,-8.172729,-20.464916,-16.103189
269,56000,2.853943,14.956001,-4.552881,-0.630215,35.727419,-78.7001777,24.682,-16.633167,-5.45549,-20.564459,-15.666448
270,56001,2.213943,13.457485,-6.021597,-0.703489,35.7273837,-78.7002036,24.766,-7.206959,-2.658833,-19.118675,-17.039799
271,56002,1.741764,13.661942,-5.132193,-2.530628,35.7273593,-78.7002213,24.833,-12.123175,-10.108974,-18.731253,-11.801725
272,56003,1.370087,12.395157,-4.451376,-2.57403,35.727348,-78.7002288,24.907,-20.17016,-10.497435,-14.444147,-12.072308
273,56004,1.370087,12.395157,-4.451376,-2.57403,35.727347,-78.7002289,24.99,-18.804066,-13.258621,-13.005392,-11.675169
274,56005,2.360107,13.477566,-5.114117,-3.002903,35.7273491,-78.700227,24.99,-14.561898,-14.933665,-14.123826,-12.446226
275,56006,1.160303,12.841312,-5.518702,-3.533539,35.7273512,-78.7002254,25.0,-11.373777,-12.22183,-13.087431,-13.868193
276,56007,1.854847,12.475803,-4.056271,-0.656721,35.7273527,-78.700224,24.978,-10.197041,-12.316622,-12.393017,-13.441492
277,56008,2.835346,13.722149,-5.491245,-2.36809,35.7273527,-78.7002219,24.987,-7.506115,-12.816067,-14.416651,-15.038526
278,56009,2.835346,13.722149,-5.491245,-2.36809,35.7273508,-78.7002204,25.008,-11.119116,-10.5623,-11.443729,-16.085808
279,56010,2.835346,13.722149,-5.491245,-2.36809,35.7273489,-78.7002218,24.979,-6.205727,-15.105439,-15.220364,-21.075275
280,56011,2.360107,13.477566,-5.114117,-3.002903,35.7273488,-78.7002253,24.991,-17.908096,-15.629907,-21.885752,-31.539381
281,56012,1.160303,12.841312,-5.518702,-3.533539,35.7273512,-78.7002284,24.995,-13.322273,-9.75526,-32.649548,-20.752831
282,56013,2.575691,13.655331,-5.201761,-1.471487,35.7273546,-78.7002295,24.988,-12.906183,-19.836781,-27.884413,-14.511228
283,56014,2.575691,13.655331,-5.201761,-1.471487,35.7273569,-78.7002273,25.004,-7.043432,-16.624529,-17.68988,-15.983592
284,56015,1.164362,13.876331,-4.494663,-1.767151,35.7273573,-78.7002242,24.983,-4.802212,-8.826212,-14.30267,-16.792435
285,56016,0.855375,13.96701,-5.375814,-2.294266,35.7273567,-78.7002226,24.967,-6.139538,-6.178988,-17.297461,-14.891618
286,56017,0.855375,13.96701,-5.375814,-2.294266,35.7273557,-78.700223,24.98,-6.341116,-9.186152,-17.966713,-15.588157
287,56018,1.164362,13.876331,-4.494663,-1.767151,35.7273546,-78.7002241,24.973,-5.935066,-10.271217,-17.393436,-16.320011
288,56019,2.575691,13.655331,-5.201761,-1.471487,35.7273541,-78.7002248,24.957,-7.605467,-8.566822,-15.556033,-14.771598
289,56020,2.575691,13.655331,-5.201761,-1.471487,35.7273542,-78.7002252,24.984,-8.902359,-7.826813,-16.879261,-14.634479
290,56021,2.575691,13.655331,-5.201761,-1.471487,35.7273541,-78.7002264,25.001,-7.937344,-6.624842,-14.850578,-12.369246
291,56022,2.835346,13.722149,-5.491245,-2.36809,35.727347,-78.7002163,24.967,-11.747026,-14.876592,-36.296356,-16.925594
292,56023,1.407879,12.703777,-5.64356,-1.577414,35.7273275,-78.7001812,25.037,-15.909299,-13.662832,-21.270275,-16.059492
293,56024,0.403351,13.542805,-3.933252,-2.077179,35.7272958,-78.700122,25.117,-50.878124,-8.677328,-25.495239,-17.87085
294,56025,0.439741,14.459358,-5.19385,-2.001537,35.7272515,-78.7000402,25.154,-17.838417,-8.424021,-26.660824,-21.313499
295,56026,0.365025,11.611801,-4.011709,-2.677774,35.7272015,-78.6999469,25.238,-22.369083,-12.778814,-29.56386,-18.857002
296,56027,1.645735,10.288406,-4.503069,-1.749414,35.7271509,-78.6998524,25.153,-12.987743,-15.077992,-29.446507,-17.261105
297,56028,-0.01993,10.750393,-4.536993,-1.066881,35.7271006,-78.6997585,25.04,-17.053934,-9.501198,-26.429661,-16.581173
298,56029,3.047558,8.994415,-3.613365,-1.209383,35.7270507,-78.6996659,25.136,-6.523195,-12.116184,-25.999855,-17.77751
299,56030,2.49128,9.903297,-2.721106,-2.100492,35.7270014,-78.6995735,24.997,-7.313162,-12.062544,-24.849026,-20.402206
300,56031,2.811352,7.737572,-3.752882,-3.647974,35.7269514,-78.6994819,24.944,-9.409002,-13.146507,-24.222727,-18.773998
301,56032,4.239445,8.771683,-4.541014,-1.638083,35.7269007,-78.6993901,24.954,-7.195856,-19.028942,-26.903885,-22.288065
302,56033,3.960632,7.732635,-4.461069,-0.914576,35.7268503,-78.6992977,24.95,-8.539225,-17.005039,-25.340818,-18.272152
303,56034,3.315865,9.71381,-3.414785,-2.027719,35.7267997,-78.6992048,25.005,-14.786986,-13.119551,-23.097692,-21.336681
304,56035,2.178482,7.126423,-3.501465,-1.762238,35.7267492,-78.699112,24.911,-10.752554,-16.487806,-26.433691,-24.642309
305,56036,2.681091,5.63736,-4.289087,-2.93704,35.7266992,-78.69902,24.951,-4.233648,-18.611967,-25.509455,-21.069613
306,56037,-26.167347,5.767357,-4.85165,-1.712326,35.7266494,-78.6989284,24.944,-10.147202,-18.196358,-23.906548,-20.413944
307,56038,5.528454,0.296339,-4.014044,-2.104044,35.7266004,-78.6988371,24.925,-3.963896,-13.542549,-23.788378,-20.230471
308,56039,4.579758,8.389275,-2.764238,-1.451332,35.7265509,-78.6987455,24.951,-9.913784,-19.574541,-23.423454,-21.69717
309,56040,4.059994,5.418251,-2.005335,-3.443388,35.7265006,-78.698653,24.999,-9.566557,-21.793152,-22.554956,-26.286535
310,56041,4.32613,4.321026,-1.094477,-1.912384,35.7264502,-78.6985606,25.043,-8.08791,-18.721218,-22.665686,-23.782001
311,56042,4.584927,3.71413,-3.603214,-2.977324,35.7263999,-78.6984685,24.975,-18.893679,-11.357819,-23.603806,-23.221212
312,56043,3.562683,3.283314,-2.279774,-2.523104,35.7263503,-78.6983763,25.007,-5.402746,-36.882309,-24.447283,-20.119125
313,56044,4.511845,4.055389,-2.822636,-2.423172,35.7263004,-78.698284,24.944,-11.339762,-22.834171,-23.195227,-54.631355
314,56045,5.464512,5.126297,-1.198307,-1.380222,35.7262509,-78.6981914,25.004,-15.665754,-9.405056,-26.970203,-27.141365
315,56046,6.05806,3.213505,-9.645176,-2.758368,35.7262009,-78.6981002,25.035,-30.315392,-19.640629,-33.730698,-29.641113
316,56047,6.720036,3.275776,-1.446445,-3.233681,35.7261505,-78.6980091,24.945,-14.516207,-14.890953,-24.194653,-23.837749
317,56048,7.767139,2.301727,-2.727911,-3.300156,35.7261002,-78.6979175,25.002,-9.613068,-16.296568,-25.100588,-26.447918
318,56049,7.589405,4.024437,-3.125883,-3.523628,35.7260501,-78.6978254,24.98,-21.305359,-19.614315,-24.334057,-24.101223
319,56050,8.083378,3.26672,-0.858444,-3.199274,35.7260006,-78.6977332,24.998,-8.439196,-28.993246,-27.473166,-26.165617
320,56051,6.069569,2.061581,-0.580685,-4.024801,35.7259512,-78.6976412,25.029,-8.383799,-16.932528,-23.263954,-25.075333
321,56052,5.601719,1.457752,-0.621946,-3.618464,35.7259017,-78.6975493,24.97,-14.445023,-21.004393,-24.584393,-26.250061
322,56053,7.814838,0.641863,-0.543585,-2.414747,35.7258522,-78.6974571,25.011,-6.870392,-12.843172,-59.47031,-25.905304
323,56054,8.334503,2.461231,-0.300484,-1.247263,35.7258023,-78.6973648,25.044,-6.522175,-12.824831,-27.409815,-25.066517
324,56055,6.340298,2.200016,-1.428465,-1.507944,35.725752,-78.6972728,25.027,-7.271702,-15.931847,-28.339146,-26.405224
325,56056,6.841595,2.206818,-2.206797,-2.969954,35.7257016,-78.6971811,25.012,-5.448429,-21.075069,-51.069542,-24.121487
326,56057,8.103123,1.256098,-1.313993,-3.400299,35.7256513,-78.6970897,25.05,-1.745459,-17.247786,-24.645029,-25.732134
327,56058,7.718731,1.348608,-0.257809,-2.440994,35.7256012,-78.6969979,25.026,0.127028,-16.856024,-23.468288,-42.35881
328,56059,7.447929,-0.653673,1.055578,-4.349751,35.7255512,-78.696906,24.95,-1.56587,-24.120224,-24.81258,-62.179588
329,56060,7.969158,1.234993,0.489473,-4.391336,35.7255009,-78.6968143,24.91,-7.059084,-23.423513,-22.568296,-53.573753
330,56061,6.971786,0.416729,-0.163719,-3.911491,35.7254515,-78.6967228,25.058,2.163662,-20.390736,-27.049568,-52.046017
331,56062,7.871712,-1.442339,0.324131,-6.642302,35.7254022,-78.6966305,25.027,-4.857475,-15.986121,-59.685097,-52.060486
332,56063,8.891651,-0.485613,0.233583,-2.105015,35.725353,-78.6965379,24.978,-3.483225,-17.383795,-35.403114,-54.021339
333,56064,7.517841,-1.086252,1.106295,-3.475243,35.7253028,-78.6964457,24.898,0.320566,-14.094662,-21.606522,-63.344532
334,56065,8.213284,0.587208,0.227821,-3.976654,35.7252524,-78.6963542,24.907,3.615726,-17.231127,-23.532251,-55.007103
335,56066,6.672039,-1.065964,1.859497,-4.066183,35.7252022,-78.6962625,24.93,-1.938217,-23.128517,-23.648846,-52.785263
336,56067,5.067623,-1.545252,1.876564,-3.710194,35.7251522,-78.6961705,24.953,-3.649733,-21.980282,-21.074673,-52.609337
337,56068,7.377262,0.631844,2.311878,-4.725077,35.7251018,-78.6960787,24.925,-0.72114,-21.699547,-15.159557,-66.013786
338,56069,6.069267,-0.391436,2.894032,-4.174021,35.7250521,-78.6959869,24.986,-4.386848,-59.34803,-19.110157,-51.611187
339,56070,5.372799,-1.08214,2.347019,-3.582331,35.7250023,-78.6958949,25.008,-7.261625,-16.56716,-15.692647,-68.939148
340,56071,4.082485,-2.432503,0.608515,-5.25815,35.7249524,-78.6958025,25.001,-4.294922,-21.246052,-17.250984,-58.49575
341,56072,4.834373,-1.895855,3.929718,-4.918634,35.7249027,-78.6957101,24.979,-1.807026,-18.119165,-14.736741,-52.980801
342,56073,5.691872,-1.599192,3.317936,-5.073732,35.7248532,-78.6956174,25.041,-0.975792,-51.021774,-21.042152,-56.11689
343,56074,5.760571,-3.169556,-4.540571,-5.195072,35.724803,-78.6955249,24.937,-3.731897,-58.689621,-14.335624,-56.550995
344,56075,5.564747,-1.757601,3.089005,-5.749111,35.7247525,-78.6954334,24.973,-3.731897,-58.689621,-14.335624,-56.550995
345,56076,7.258198,-1.780975,2.380417,-5.774242,35.7247022,-78.6953421,24.976,-0.833193,-29.763521,-12.332924,-56.91349
346,56077,4.334911,-0.328693,3.615196,-6.240294,35.7246523,-78.6952501,24.965,-7.123098,-21.832291,-10.245161,-52.418045
347,56078,5.419422,-3.702333,3.216393,-7.531542,35.7246026,-78.6951577,24.981,-8.259895,-20.100609,-9.779726,-53.378227
348,56079,2.911835,-3.226343,2.699432,-5.305866,35.7245528,-78.6950651,24.997,-5.969723,-19.734665,-8.387829,-57.21479
349,56080,4.438526,-2.558418,2.232803,-6.973663,35.7245028,-78.6949733,24.966,-6.554323,-19.475105,-9.790127,-62.240482
350,56081,4.645424,-1.888903,5.454601,-5.875198,35.7244528,-78.6948818,24.98,-6.06699,-16.585999,-7.396299,-51.654694
351,56082,4.521889,-3.727892,4.948189,-5.645002,35.7244023,-78.6947899,25.007,-3.516563,-24.684509,-7.2878,-52.297531
352,56083,3.538612,-1.524572,4.243244,-5.623249,35.7243526,-78.694698,25.008,-1.612154,-15.984032,-7.807333,-52.626148
353,56084,4.046635,-4.512827,3.184387,-7.033072,35.7243031,-78.6946061,24.976,-1.921484,-16.456326,-7.491777,-50.023876
354,56085,-2.382036,-4.579967,5.025719,-20.242149,35.7242534,-78.6945142,24.98,-0.678591,-25.435772,-5.966785,-53.716347
355,56086,2.152374,-4.322123,7.353809,-7.966047,35.7242035,-78.6944221,24.983,-0.058846,-19.241123,-8.750605,-53.677883
356,56087,2.475159,-2.826521,6.107853,-4.685919,35.7241531,-78.69433,24.99,-0.131199,-60.006767,-14.006932,-53.530766
357,56088,2.098637,-2.991732,6.715523,-5.341431,35.7241027,-78.6942377,25.003,-0.521528,-26.246861,-7.542843,-51.744972
358,56089,2.345703,-4.042814,5.204262,-6.539286,35.7240528,-78.6941455,24.999,2.682522,-23.849707,-7.086887,-51.124653
359,56090,3.636986,-5.534859,6.092911,-6.713394,35.7240031,-78.6940536,24.988,1.388004,-53.527573,-9.051615,-52.561802
360,56091,1.894407,-2.100292,6.193134,-5.292192,35.7239534,-78.6939618,24.976,3.639935,-25.758507,-10.10248,-54.050774
361,56092,1.587717,-5.118423,6.349991,-6.12352,35.7239037,-78.69387,24.97,3.761902,-17.69195,-12.414921,-54.862122
362,56093,2.267883,-10.37916,6.733902,-7.555744,35.7238542,-78.6937781,25.015,2.976555,-23.187677,-7.741941,-54.027725
363,56094,1.387241,-4.685514,6.503155,-5.907495,35.7238042,-78.6936864,24.982,-4.064108,-23.219917,-6.994759,-52.432217
364,56095,0.59796,-2.646126,7.086399,-6.877077,35.7237541,-78.6935945,25.002,-0.63327,-21.521103,-8.997566,-52.151794
365,56096,0.199833,-4.210022,7.723511,-7.793713,35.7237039,-78.693502,25.016,-2.792341,-22.105293,-6.395548,-51.686913
366,56097,1.276276,-4.941757,8.132015,-6.765356,35.7236553,-78.6934124,25.077,-11.577074,-23.157341,-4.011778,-50.516266
367,56098,0.208433,-5.380945,8.158894,-8.904819,35.7236127,-78.6933329,25.054,-18.913612,-57.284096,-4.375341,-55.096443
368,56099,2.055996,-3.796124,7.394718,-6.911896,35.7235781,-78.6932669,24.807,4.761364,-17.31311,-0.922049,-53.605873
369,56100,2.055996,-3.796124,7.394718,-6.911896,35.7235511,-78.6932149,24.681,-13.785656,-22.706301,-1.984039,-54.754646
370,56101,0.303249,-5.516193,9.878597,-8.210032,35.7235286,-78.693174,24.775,2.280003,-21.955862,2.956188,-55.74472
371,56102,0.481701,-6.049582,8.16618,-7.092321,35.7235126,-78.6931468,24.874,3.638184,-21.280998,3.043682,-51.626686
372,56103,-0.254967,-5.9282,6.297905,-5.548548,35.723506,-78.6931361,24.941,4.809582,-23.120173,0.468559,-53.824108
373,56104,-0.254967,-5.9282,6.297905,-5.548548,35.7235061,-78.6931369,25.019,2.866901,-27.363966,0.93046,-54.652306
374,56105,1.119663,-13.064089,10.227123,-7.708828,35.7235076,-78.693141,25.007,1.576595,-26.342289,0.824802,-53.077301
375,56106,-1.307949,-3.980162,8.735619,-7.871824,35.7235086,-78.6931445,25.018,-3.986759,-24.05254,1.633125,-53.047714
376,56107,0.95146,-5.318203,6.427204,-6.371937,35.7235091,-78.6931466,24.953,-8.187143,-25.875633,2.235085,-54.067932
377,56108,-0.075869,-6.223249,8.493935,-6.766148,35.7235097,-78.6931449,25.061,-5.900295,-21.271935,-4.288256,-51.561745
378,56109,-0.092981,-6.42588,9.874016,-14.533292,35.7235095,-78.693141,24.973,-10.097099,-22.155695,1.693361,-56.376358
379,56110,-0.254967,-5.9282,6.297905,-5.548548,35.7235081,-78.6931375,24.995,-11.223257,-29.951418,-0.466177,-49.936783
380,56111,-0.254967,-5.9282,6.297905,-5.548548,35.7235061,-78.6931388,24.967,-10.469105,-34.717056,-8.236393,-51.078415
381,56112,1.119663,-13.064089,10.227123,-7.708828,35.7235057,-78.6931427,25.057,-4.573965,-55.322197,-9.667175,-49.853115
382,56113,0.267513,-3.78249,10.318161,-7.599094,35.723507,-78.6931472,24.98,-10.479624,-63.908081,-5.330446,-52.165665
383,56114,0.95146,-5.318203,6.427204,-6.371937,35.7235098,-78.6931496,24.983,-8.27923,-59.287086,-2.841644,-55.219059
384,56115,0.481701,-6.049582,8.16618,-7.092321,35.7235117,-78.6931505,24.983,-3.54487,-27.30274,1.528187,-54.301384
385,56116,0.481701,-6.049582,8.16618,-7.092321,35.7235125,-78.6931506,24.974,-4.009809,-26.807558,2.783234,-55.309456
386,56117,0.481701,-6.049582,8.16618,-7.092321,35.7235124,-78.6931498,24.962,-3.156691,-23.155209,3.157513,-54.851395
387,56118,0.481701,-6.049582,8.16618,-7.092321,35.7235117,-78.6931486,24.965,-6.434135,-25.171394,2.905853,-54.712402
388,56119,-0.224443,-4.894279,9.42617,-6.944836,35.723511,-78.6931474,25.002,-4.615114,-23.708069,3.457699,-51.111023
389,56120,0.95146,-5.318203,6.427204,-6.371937,35.7235094,-78.6931467,24.998,-2.514378,-34.625069,1.000589,-49.509689
390,56121,-1.307949,-3.980162,8.735619,-7.871824,35.7235066,-78.6931456,24.984,-3.114771,-60.508629,-8.797621,-54.38377
391,56122,1.119663,-13.064089,10.227123,-7.708828,35.7235053,-78.6931436,24.986,-10.575579,-29.589146,-16.246716,-56.151443
392,56123,0.481701,-6.049582,8.16618,-7.092321,35.7235175,-78.6931509,24.973,-19.080906,-62.356747,-7.474199,-54.192242
393,56124,0.747921,-5.101307,9.121174,-5.99509,35.7235501,-78.693176,25.091,-6.800224,-53.864838,-6.917242,-54.434555
394,56125,0.27883,-5.809837,8.629456,-7.900257,35.7236004,-78.6932197,25.171,-6.46731,-59.25563,-7.802481,-53.049911
395,56126,-1.451458,-4.740501,9.243641,-6.096544,35.7236674,-78.6932791,25.216,-3.571146,-56.657532,-5.996956,-52.452393
396,56127,-0.058348,-3.937931,8.689907,-7.816118,35.7237401,-78.6933457,25.299,-7.874563,-58.697647,-4.503933,-52.803993
397,56128,-0.34799,-6.355473,8.373222,-7.012632,35.7238121,-78.6934135,25.188,-13.503899,-27.28389,-3.952068,-51.82254
398,56129,1.296368,-4.99577,6.746513,-5.293631,35.7238842,-78.6934807,25.15,-9.714737,-53.511395,-2.028343,-53.456585
399,56130,1.363005,-5.432701,9.523338,-5.148766,35.7239564,-78.6935472,25.116,-8.894104,-63.613319,-1.009558,-52.399536
400,56131,2.327065,-3.49905,6.647484,-6.550631,35.7240292,-78.6936125,25.031,-6.493113,-34.324055,-6.428909,-54.25779
401,56132,3.823792,-4.982225,7.817894,-5.376665,35.7241018,-78.6936776,25.002,-16.736832,-25.447062,-4.015251,-51.858639
402,56133,0.538076,-4.724792,10.084522,-6.489799,35.7241747,-78.6937425,24.913,-8.164921,-25.594292,-1.732218,-52.932384
403,56134,2.189114,-4.616863,8.129528,-5.022713,35.7242479,-78.6938076,24.932,-9.51302,-60.480194,-6.584194,-51.509415
404,56135,1.787872,-4.19519,8.098042,-5.787615,35.7243216,-78.6938731,24.951,-5.950155,-34.575317,-6.631174,-51.665241
405,56136,1.432875,-4.01754,9.09314,-7.046484,35.7243947,-78.693939,24.957,-6.973524,-28.343809,-4.128153,-51.284088
406,56137,4.396824,-5.498791,7.315125,-4.36445,35.7244685,-78.6940051,24.959,-7.509832,-24.054203,-2.883728,-52.381275
407,56138,2.537643,-3.785667,7.705448,-5.322409,35.7245418,-78.694071,25.025,-4.442715,-29.020464,-0.556248,-55.531406
408,56139,3.044067,-4.071394,8.049889,-5.83506,35.7246139,-78.6941367,24.995,-5.766525,-27.741451,-1.148382,-57.479713
409,56140,2.339569,-3.276217,6.69553,-6.915209,35.7246858,-78.6942024,24.938,-5.440033,-28.756826,-2.282309,-51.991615
410,56141,2.867458,-3.914301,7.007107,-3.545839,35.7247581,-78.6942671,24.993,-5.275105,-34.57135,-4.782852,-51.98999
411,56142,5.281075,-2.045712,6.459301,-4.715364,35.7248302,-78.6943311,24.949,-3.697767,-53.274879,-5.097248,-52.026924
412,56143,5.516911,-4.261688,4.883995,-4.122688,35.7249021,-78.6943949,25.023,-3.697767,-53.274879,-5.097248,-52.026924
413,56144,4.737892,-2.796297,5.262733,-5.815336,35.7249757,-78.6944598,25.031,-7.82539,-51.125542,-2.691519,-53.187714
414,56145,5.6409,-2.609579,7.161343,-5.185167,35.7250495,-78.6945258,24.979,-7.479927,-49.70974,-5.796236,-50.614746
415,56146,2.772083,-1.757219,6.325306,-2.378273,35.7251226,-78.6945915,25.007,-6.446999,-41.981094,-6.896524,-53.879757
416,56147,5.421547,-2.56909,4.319714,-6.039875,35.7251948,-78.6946569,25.038,-6.770733,-22.077526,-4.201208,-55.238617
